ligand_complex,receptor_complex,best_rank_vivo,high_conf_vivo,senders_vivo,n_senders_vivo,n_samples_vivo,all_samples_vivo,best_rank_vitro,high_conf_vitro,senders_vitro,n_senders_vitro,n_samples_vitro,all_samples_vitro,detected_vivo,detected_vitro,in_vivo,in_vitro,receptor_prop_pgclc,receptor_scorable,receptor_available,medium_supplied_hits,medium_supplied,medium_supplied_partial,receptor_confounded_hits,receptor_confounded,flag_medium_supplied,flag_receptor_available,flag_receptor_confounded,class,robust
LAMB2,RPSA,0.00015639012624172466,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Gi, Mesenchymal_GATA2, Neural, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",18.0,4.0,True,0.05707439251224746,False,"PGCLC, cluster 10, cluster 11, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",12.0,4.0,True,True,True,True,False,0.9997670355270821,True,True,,,False,,,False,True,False,actionable,True
TOR2A,ATP5F1B,0.04432081176991517,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Erythroid, Gi, Immune, Mesenchymal_GATA2, Neural, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIb, primordial germ cell",18.0,4.0,True,0.39256461320757174,False,"cluster 10, cluster 11, cluster 14, cluster 5, cluster 7, cluster 8",6.0,2.0,False,True,True,True,False,0.9794991263832266,True,True,,,False,,,False,True,False,actionable,True
HSPG2,ITGB1,0.0014710343296560826,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Gi, Mesenchymal_GATA2, Neural, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb",17.0,4.0,True,0.09882066515040294,False,"PGCLC, cluster 10, cluster 11, cluster 12, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",13.0,4.0,True,True,True,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
CXCL12,ITGB1,0.010113775091227717,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Epithelial, Gi, Mesenchymal_GATA2, Neural, Oi, PV, early_sPAX8, early_somatic, preGC_IIa, preGC_IIb, primordial germ cell",14.0,4.0,True,0.06841190746450107,False,"cluster 11, cluster 3, cluster 6",3.0,4.0,True,True,True,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
CLEC11A,ITGB1,0.010308906552867843,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Erythroid, Gi, Immune, Mesenchymal_GATA2, Neural, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",20.0,4.0,True,0.38006085872191664,False,"PGCLC, cluster 10, cluster 11, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",11.0,3.0,False,True,True,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
LGALS3BP,ITGB1,0.014082803033872365,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Epithelial, Gi, Immune, Mesenchymal_GATA2, Neural, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb",17.0,4.0,True,0.44201332367024615,False,"PGCLC, cluster 10, cluster 11, cluster 13, cluster 3, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",10.0,4.0,True,True,True,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
TGFB1,ITGB1,0.014427122098533474,True,"CoelEpi_GATA2, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Erythroid, Gi, Immune, Mesenchymal_GATA2, PV, early_sPAX8, early_somatic, early_supporting, primordial germ cell",13.0,4.0,True,0.3381654545694292,False,"PGCLC, cluster 10, cluster 11, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",12.0,4.0,True,True,True,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
TIMP2,ITGB1,0.01549347605556156,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Gi, Immune, Mesenchymal_GATA2, Neural, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",19.0,4.0,True,0.24218502722471136,False,"PGCLC, cluster 10, cluster 11, cluster 12, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",13.0,4.0,True,True,True,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
ADAM15,ITGB1,0.019004326557057555,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Immune, OSE, PV, preGC_IIb, primordial germ cell",10.0,4.0,True,0.37677735009012503,False,"cluster 14, cluster 5, cluster 8",3.0,3.0,False,True,True,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
NID1,ITGB1,0.0238919834340908,True,"Endothelial, Epithelial, Gi, Immune, Mesenchymal_GATA2, Neural, Oi, PV, early_somatic",9.0,4.0,True,0.07678274376091894,False,"cluster 10, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",10.0,4.0,True,True,True,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
AGRN,ITGB1,0.02922753573744677,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Gi, Mesenchymal_GATA2, Neural, OSE, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIb",15.0,4.0,True,0.3127522963191771,False,"PGCLC, cluster 11, cluster 13, cluster 14, cluster 3, cluster 5, cluster 6, cluster 7, cluster 8",9.0,4.0,True,True,True,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
VEGFA,ITGB1,0.02932749030029134,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Gi, Immune, Mesenchymal_GATA2, Neural, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb",18.0,4.0,True,0.12162558444064414,False,"PGCLC, cluster 10, cluster 11, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",12.0,4.0,True,True,True,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
PLAU,ITGB1,0.03098745383782156,True,"Endothelial, Immune, early_sPAX8, early_supporting, primordial germ cell",5.0,4.0,True,0.4077290470937005,False,"cluster 14, cluster 8",2.0,3.0,False,True,True,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
HLA-A,APLP2,0.023261397462194022,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Erythroid, Gi, Immune, Mesenchymal_GATA2, Neural, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",20.0,4.0,True,0.050175511125944317,False,"PGCLC, cluster 10, cluster 11, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",12.0,4.0,True,True,True,True,False,0.9409435061153174,True,True,,,False,,,False,True,False,actionable,True
APOE,SDC2,0.004145877438387131,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Erythroid, Gi, Immune, Mesenchymal_GATA2, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",19.0,4.0,True,0.1398092234155946,False,"PGCLC, cluster 10, cluster 11, cluster 12, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",13.0,4.0,True,True,True,True,False,0.8590564938846826,True,True,,,False,,,False,True,False,actionable,True
JAG1,CD46,0.032208312563433386,True,"Endothelial, Epithelial, Mesenchymal_GATA2, PV, primordial germ cell",5.0,4.0,True,0.4468560911080377,False,"PGCLC, cluster 11, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7",8.0,4.0,True,True,True,True,False,0.8136284216656959,True,True,,,False,,,False,True,False,actionable,True
IGF2,IGF2R,0.03125117149611452,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Erythroid, Gi, Immune, Mesenchymal_GATA2, Neural, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb",19.0,4.0,True,1.0,False,cluster 9,1.0,3.0,False,True,True,True,False,0.5431566686080372,True,True,,,False,,,False,True,False,actionable,True
HSPG2,FGFR1,0.04847275271517999,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Gi, Mesenchymal_GATA2, Neural, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb",17.0,4.0,True,0.5466559542014816,False,"PGCLC, cluster 10, cluster 11, cluster 12, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",13.0,4.0,True,True,True,True,False,0.522306348281887,True,True,,,False,,,False,True,False,actionable,True
PDGFB,ADGRV1,0.04300589112573518,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, PV, primordial germ cell",6.0,4.0,True,0.876748125111535,False,cluster 11,1.0,3.0,False,True,True,True,False,0.5057658707047176,True,True,,,False,,,False,True,False,actionable,True
NCAM1,FGFR2,0.005811191684909932,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Gi, Mesenchymal_GATA2, Neural, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",17.0,4.0,True,0.21060771497152958,False,"cluster 10, cluster 14, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",8.0,4.0,True,True,True,True,False,0.4153756552125801,True,True,,,False,,,False,True,False,actionable,True
APOE,LSR,0.004801431749800036,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Erythroid, Gi, Immune, Mesenchymal_GATA2, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",19.0,4.0,True,0.5399179450095766,False,"PGCLC, cluster 10, cluster 11, cluster 12, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",13.0,4.0,True,True,True,True,False,0.38916715200931856,True,True,,,False,,,False,True,False,actionable,True
CD14,ITGB1,0.0015059210732255028,True,Immune,1.0,2.0,False,,,,,,,True,False,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
F13A1,ITGB1,0.017913687675601975,True,Immune,1.0,2.0,False,,,,,,,True,False,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
ICAM4,ITGB1,0.0314448124190535,True,Erythroid,1.0,2.0,False,0.46330902748009994,False,"cluster 5, cluster 7",2.0,2.0,False,True,True,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
VWF,ITGB1,0.04397138758299318,True,Endothelial,1.0,3.0,False,,,,,,,True,False,True,False,0.9550378567268492,True,True,,,False,,,False,True,False,actionable,True
TFF3,CXCR4,0.02592122091442193,True,"Endothelial, preGC_IIb",2.0,2.0,False,,,,,,,True,False,True,False,0.7768200349446709,True,True,,,False,,,False,True,False,actionable,True
TGFB1,CXCR4,0.031642271253723694,True,"CoelEpi_GATA2, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Erythroid, Gi, Immune, Mesenchymal_GATA2, PV, early_sPAX8, early_somatic, early_supporting, primordial germ cell",13.0,3.0,False,0.38468968444528884,False,"PGCLC, cluster 10, cluster 11, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",12.0,4.0,True,True,True,True,False,0.7768200349446709,True,True,,,False,,,False,True,False,actionable,True
LRRC4B,PTPRS,0.007462022148991842,True,"CoelEpi_GATA2, CoelEpi_LHX9_cycling, Epithelial, Mesenchymal_GATA2, Neural, PV, primordial germ cell",7.0,3.0,False,,,,,,,True,False,True,False,0.6787419918462434,True,True,,,False,,,False,True,False,actionable,True
COL18A1,PTPRS,0.022575821522104775,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Erythroid, Gi, Mesenchymal_GATA2, Neural, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",19.0,3.0,False,0.06701640723534202,False,"PGCLC, cluster 10, cluster 11, cluster 12, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",13.0,4.0,True,True,True,True,False,0.6787419918462434,True,True,,,False,,,False,True,False,actionable,True
ITGB2,THY1,0.04486271420972088,True,"Endothelial, Immune",2.0,2.0,False,,,,,,,True,False,True,False,0.5600465928945836,True,True,,,False,,,False,True,False,actionable,True
PDGFB,LRP1,0.0016529658194124133,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, PV, primordial germ cell",6.0,3.0,False,0.8170373980457937,False,cluster 11,1.0,3.0,False,True,True,True,False,0.5591147350029121,True,True,,,False,,,False,True,False,actionable,True
A2M,LRP1,0.02790459425214434,True,"Endothelial, Immune, PV, primordial germ cell",4.0,3.0,False,,,,,,,True,False,True,False,0.5591147350029121,True,True,,,False,,,False,True,False,actionable,True
APOA1,LRP1,0.04712578582801482,True,"CoelEpi_LHX9, CoelEpi_LHX9_cycling, Epithelial, Gi, Neural, early_sPAX8, early_somatic",7.0,3.0,False,0.060442127207162036,False,cluster 13,1.0,4.0,True,True,True,True,False,0.5591147350029121,True,True,,,False,,,False,True,False,actionable,True
EFNA1,EPHA7,5.700893229704838e-05,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Gi, Mesenchymal_GATA2, OSE, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",16.0,3.0,False,0.5549319176228464,False,"cluster 11, cluster 13, cluster 3, cluster 6, cluster 9",5.0,4.0,True,True,True,True,False,0.5517763541059988,True,True,,,False,,,False,True,False,actionable,True
EFNA5,EPHA7,0.0034192576475722504,True,"CoelEpi_GATA2, CoelEpi_LHX9_cycling, Epithelial, Gi, Mesenchymal_GATA2, Neural",6.0,3.0,False,0.29534031305536795,False,"PGCLC, cluster 10, cluster 11, cluster 12, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",13.0,4.0,True,True,True,True,False,0.5517763541059988,True,True,,,False,,,False,True,False,actionable,True
EFNA3,EPHA7,0.0034762232132198364,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Epithelial, Gi, early_sPAX8, early_supporting, preGC_IIa, preGC_IIb, primordial germ cell",10.0,3.0,False,0.7133630029343578,False,cluster 6,1.0,3.0,False,True,True,True,False,0.5517763541059988,True,True,,,False,,,False,True,False,actionable,True
EFNA4,EPHA7,0.004387574865802055,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Gi, Immune, Mesenchymal_GATA2, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",18.0,3.0,False,0.4127751262585184,False,"PGCLC, cluster 10, cluster 11, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",12.0,4.0,True,True,True,True,False,0.5517763541059988,True,True,,,False,,,False,True,False,actionable,True
WNT5A,EPHA7,0.007917316488767609,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Epithelial, Gi, Mesenchymal_GATA2, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_IIa, preGC_IIb",14.0,3.0,False,0.28386806681210747,False,"cluster 10, cluster 11, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",11.0,4.0,True,True,True,True,False,0.5517763541059988,True,True,,,False,,,False,True,False,actionable,True
AFDN,EPHA7,0.02427718548995171,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Erythroid, Gi, Immune, Mesenchymal_GATA2, Neural, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",20.0,3.0,False,0.13178963341896824,False,"PGCLC, cluster 10, cluster 11, cluster 12, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",13.0,4.0,True,True,True,True,False,0.5517763541059988,True,True,,,False,,,False,True,False,actionable,True
NCAM1,ROBO1,0.0006270585415084433,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Gi, Mesenchymal_GATA2, Neural, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",17.0,2.0,False,0.21238286486906344,False,"cluster 10, cluster 14, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",8.0,4.0,True,True,True,True,False,0.4398369248689575,True,True,,,False,,,False,True,False,actionable,True
JAG1,NOTCH2,0.0001140171423632193,True,"Endothelial, Epithelial, Mesenchymal_GATA2, PV, primordial germ cell",5.0,2.0,False,0.6280169222274329,False,"PGCLC, cluster 11, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7",8.0,4.0,True,True,True,True,False,0.3686662783925451,True,True,,,False,,,False,True,False,actionable,True
JAG2,NOTCH2,0.002621663397069011,True,"Endothelial, primordial germ cell",2.0,2.0,False,,,,,,,True,False,True,False,0.3686662783925451,True,True,,,False,,,False,True,False,actionable,True
DLK1,NOTCH2,0.02331315946599625,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Gi, Immune, Mesenchymal_GATA2, Neural, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb",16.0,2.0,False,1.0,False,PGCLC,1.0,2.0,False,True,True,True,False,0.3686662783925451,True,True,,,False,,,False,True,False,actionable,True
CNTN1,NOTCH2,0.024560682081214504,True,"Mesenchymal_GATA2, Neural, OSE, PV, early_supporting",5.0,2.0,False,1.0,False,cluster 6,1.0,3.0,False,True,True,True,False,0.3686662783925451,True,True,,,False,,,False,True,False,actionable,True
PSEN1,NOTCH2,0.027111349516680594,True,"CoelEpi_GATA2, CoelEpi_LHX9, CoelEpi_LHX9_cycling, Endothelial, Epithelial, Gi, Immune, Mesenchymal_GATA2, Neural, OSE, Oi, PV, early_sPAX8, early_somatic, early_supporting, preGC_I, preGC_IIa, preGC_IIb, primordial germ cell",19.0,2.0,False,0.5073815160066539,False,"PGCLC, cluster 10, cluster 11, cluster 12, cluster 13, cluster 14, cluster 3, cluster 4, cluster 5, cluster 6, cluster 7, cluster 8, cluster 9",13.0,4.0,True,True,True,True,False,0.3686662783925451,True,True,,,False,,,False,True,False,actionable,True
